timestamp,ox,oy,oz,r1x,r1y,r1z,r2x,r2y,r2z
10005.105106,36.943899,18.474435,1.034157,848.621466,-2135.855005,-314.317396,261.186186,-2193.463686,-320.714487
10005.138496,36.940822,18.432722,1.037176,226.610121,-2188.780900,-317.733433,-251.791818,-2152.351828,-316.299796
10005.138496,36.940822,18.432722,1.037176,860.903830,-2128.319383,-317.084862,342.056907,-2187.130643,-318.790198
10005.138496,36.940822,18.432722,1.037176,1287.451049,-2013.947481,-303.947326,884.860025,-2122.736175,-310.460892
10005.171838,36.939197,18.388618,1.043271,227.184037,-2183.856142,-322.327320,-241.592360,-2150.242713,-316.044356
10005.171838,36.939197,18.388618,1.043271,1254.859012,-2014.596575,-301.483722,874.001971,-2116.883688,-311.016271
10005.171838,36.939197,18.388618,1.043271,864.081662,-2119.682826,-317.464827,333.720983,-2181.705973,-320.528041
10005.205225,36.939131,18.344532,1.050226,234.883094,-2177.820530,-323.215336,-238.023520,-2147.698263,-318.671669
10005.205225,36.939131,18.344532,1.050226,864.802631,-2109.753337,-317.922695,274.299122,-2177.532718,-326.200153
10005.238612,36.939096,18.299075,1.055756,234.891933,-2172.017180,-321.158124,-233.533984,-2145.734626,-319.756372
10005.238612,36.939096,18.299075,1.055756,1124.779271,-2033.051764,-311.050331,522.605398,-2155.156069,-325.108477
10005.271954,36.936349,18.259827,1.059811,226.331423,-2168.302561,-320.263523,-241.343378,-2142.753199,-318.139631
10005.271954,36.936349,18.259827,1.059811,868.789779,-2093.055796,-319.258456,278.569832,-2167.508267,-325.076690
10005.305312,36.933850,18.223367,1.063153,218.683643,-2166.493474,-322.246897,-252.591828,-2140.427957,-319.679446
10005.305312,36.933850,18.223367,1.063153,854.853061,-2092.222450,-317.896766,270.880099,-2165.636190,-326.531080
10005.338716,36.932899,18.189132,1.065775,218.360059,-2165.653784,-323.871314,-222.314474,-2143.462425,-318.463818
10005.338716,36.932899,18.189132,1.065775,857.983542,-2089.435061,-314.770344,332.247037,-2161.577098,-324.123515
10005.338716,36.932899,18.189132,1.065775,1269.261943,-1969.593094,-301.429279,862.785823,-2087.972078,-311.339287
10005.372038,36.932171,18.152879,1.066162,1248.226580,-1974.532197,-301.811911,879.545261,-2082.395619,-312.319494
10005.372038,36.932171,18.152879,1.066162,861.194238,-2087.050196,-316.883300,270.700791,-2163.758229,-328.798531
10005.405407,36.933191,18.119392,1.065898,867.616270,-2082.275323,-319.723522,340.269394,-2158.417577,-325.325957
10005.405407,36.933191,18.119392,1.065898,1262.326509,-1964.097082,-301.136377,867.972314,-2081.644665,-315.068256
10005.438790,36.935127,18.085118,1.063882,899.879895,-2068.004029,-321.036205,282.014540,-2159.359434,-329.107765
10005.438790,36.935127,18.085118,1.063882,1256.401869,-1956.398679,-300.824305,904.975130,-2065.782702,-312.904157
10005.472140,36.939548,18.051929,1.060976,228.723652,-2159.382958,-327.775306,-241.242646,-2145.066907,-322.994514
10005.472140,36.939548,18.051929,1.060976,1136.961386,-1988.285272,-310.998134,534.129065,-2131.941506,-327.717519
10005.505513,36.943988,18.017203,1.056800,238.801189,-2157.360159,-325.339346,-239.764238,-2147.683367,-319.910447
10005.505513,36.943988,18.017203,1.056800,1254.457382,-1934.261444,-302.843102,639.561481,-2110.739010,-326.468085
10005.538878,36.948745,17.981784,1.051137,219.899087,-2158.044157,-322.274306,-245.887238,-2150.391419,-320.688895
10005.538878,36.948745,17.981784,1.051137,1261.434181,-1923.864333,-303.005286,567.163239,-2120.323925,-324.179177
10005.572243,36.954234,17.948146,1.043797,228.484253,-2159.224175,-325.481369,-245.562088,-2154.142167,-319.538885
10005.572243,36.954234,17.948146,1.043797,1245.329125,-1924.768335,-297.637206,601.612558,-2113.566184,-322.754891
10005.572243,36.954234,17.948146,1.043797,597.749064,-2113.599952,-317.178357,272.051851,-2155.772431,-322.064401
10005.605609,36.962001,17.913211,1.034923,227.432232,-2161.201701,-319.760592,-251.426029,-2158.368409,-319.764994
10005.605609,36.962001,17.913211,1.034923,1249.748569,-1920.464619,-297.384291,608.182552,-2113.213247,-322.646925
10005.639014,36.971372,17.879081,1.025712,241.331823,-2164.162825,-323.900590,-254.315821,-2163.087485,-318.067694
10005.639014,36.971372,17.879081,1.025712,865.559242,-2054.126782,-312.761651,271.627695,-2161.667977,-323.318788
10005.639014,36.971372,17.879081,1.025712,1258.062549,-1915.828972,-292.871764,865.968156,-2053.411795,-308.091867
10005.672350,36.982329,17.840432,1.018189,216.300429,-2169.712805,-322.721776,-271.000626,-2167.239939,-320.151854
10005.672350,36.982329,17.840432,1.018189,857.431716,-2057.774021,-308.107310,263.661820,-2166.230369,-324.342769
10005.672350,36.982329,17.840432,1.018189,1261.728763,-1914.824009,-292.240940,883.643060,-2050.051455,-305.403235
10005.705714,36.995122,17.805005,1.013135,163.954354,-2176.876468,-316.499725,-267.937148,-2173.448335,-320.337669
10005.705714,36.995122,17.805005,1.013135,859.973308,-2059.905635,-310.687157,266.774816,-2170.471828,-325.330254
10005.705714,36.995122,17.805005,1.013135,1224.874601,-1931.306301,-292.375948,864.619628,-2058.116710,-307.117887
10005.739103,37.008776,17.766424,1.011191,1228.458157,-1931.143498,-288.105867,877.171711,-2057.118447,-302.921925
10005.739103,37.008776,17.766424,1.011191,858.998953,-2063.639641,-312.420954,261.929735,-2175.707096,-324.233103
10005.772436,37.023022,17.734083,1.013386,39.930566,-2192.406868,-316.197028,-284.529535,-2184.512566,-322.428120
10005.772436,37.023022,17.734083,1.013386,856.339076,-2068.938785,-313.899484,259.381674,-2181.047991,-324.310652
10005.772436,37.023022,17.734083,1.013386,1238.625765,-1931.000718,-290.731531,861.452106,-2066.323095,-305.651854
10005.805808,37.036589,17.695452,1.017114,34.276002,-2198.610589,-320.115788,-298.793685,-2189.322014,-326.225393
10005.805808,37.036589,17.695452,1.017114,820.983789,-2084.820252,-315.265246,258.471554,-2186.775244,-324.131259
10005.839199,37.048294,17.657476,1.020618,29.534047,-2204.453756,-318.099221,-299.595020,-2195.028061,-329.561243
10005.839199,37.048294,17.657476,1.020618,825.193758,-2091.610938,-316.066892,253.311907,-2194.148997,-326.903635
10005.872540,37.058266,17.621952,1.023182,200.191978,-2205.129403,-329.100558,-321.932756,-2197.208856,-330.024999
10005.872540,37.058266,17.621952,1.023182,863.908570,-2090.787572,-316.669120,247.564580,-2201.974525,-330.973439
10005.905909,37.065081,17.582095,1.024996,190.837008,-2212.302176,-330.413698,-339.596666,-2198.780479,-334.018440
10005.905909,37.065081,17.582095,1.024996,790.056073,-2121.793234,-321.835993,246.806380,-2209.148566,-333.301893
10005.939385,37.072552,17.544796,1.025943,196.768051,-2218.873870,-336.321569,-315.824703,-2204.022326,-335.980615
10005.939385,37.072552,17.544796,1.025943,867.517325,-2112.810793,-322.583273,269.926884,-2215.168869,-341.711578
10005.972640,37.079433,17.507279,1.025897,197.683714,-2224.537638,-339.677672,-327.552409,-2205.405713,-338.990336
10005.972640,37.079433,17.507279,1.025897,869.785987,-2122.036362,-326.832265,266.637424,-2221.432132,-344.493273
10006.006002,37.087898,17.469933,1.025358,190.760429,-2228.960424,-340.715436,-330.033208,-2207.060457,-339.770219
10006.006002,37.087898,17.469933,1.025358,872.611463,-2128.855702,-331.363668,316.272737,-2222.298616,-344.552182
10006.006002,37.087898,17.469933,1.025358,1277.075818,-1994.184599,-310.728751,877.274707,-2127.114127,-327.790782
10006.039405,37.096665,17.430892,1.024176,217.659247,-2231.972399,-350.332159,-315.292203,-2209.178687,-334.320139
10006.039405,37.096665,17.430892,1.024176,870.785193,-2134.528415,-334.040960,322.146820,-2225.251117,-346.812110
10006.039405,37.096665,17.430892,1.024176,1285.532636,-1997.560155,-313.712501,880.137057,-2131.068460,-326.927678
10006.072741,37.106368,17.388160,1.022869,196.130416,-2233.832713,-346.892958,-324.508455,-2209.426223,-341.304110
10006.072741,37.106368,17.388160,1.022869,876.290440,-2136.066425,-333.340946,330.760518,-2226.616872,-348.497502
10006.106130,37.116398,17.345629,1.020084,188.928605,-2234.841045,-348.314589,-323.061007,-2209.301269,-341.027056
10006.106130,37.116398,17.345629,1.020084,812.007855,-2154.080520,-340.131058,240.832774,-2233.263902,-351.349010
10006.106130,37.116398,17.345629,1.020084,1278.408389,-2006.852296,-313.314476,883.596649,-2135.703065,-331.700204
10006.139493,37.127128,17.298685,1.016447,187.369527,-2234.679823,-347.798073,-324.918576,-2208.519776,-342.543045
10006.139493,37.127128,17.298685,1.016447,878.089671,-2138.895874,-338.599258,282.642401,-2231.336183,-353.537788
10006.139493,37.127128,17.298685,1.016447,1292.466032,-2002.984516,-314.939941,887.556255,-2135.472447,-331.660653
10006.172845,37.136259,17.254807,1.011204,191.673099,-2234.267965,-348.969944,-312.071526,-2209.000118,-340.177601
10006.172845,37.136259,17.254807,1.011204,879.198609,-2138.720255,-338.892932,335.489792,-2226.914965,-349.639859
10006.172845,37.136259,17.254807,1.011204,1280.952805,-2008.311712,-317.463827,884.373672,-2136.173205,-330.655297
10006.206208,37.145575,17.208282,1.005391,182.019611,-2233.707185,-347.712008,-309.253118,-2209.021199,-341.973978
10006.206208,37.145575,17.208282,1.005391,888.175167,-2135.481323,-337.070943,308.232940,-2228.287255,-350.623271
10006.206208,37.145575,17.208282,1.005391,1295.471724,-2001.725162,-316.650446,888.621555,-2134.634957,-332.279221
10006.239607,37.155927,17.157274,1.000556,-0.008206,-2231.768230,-338.299869,-331.425520,-2205.950462,-340.790755
10006.239607,37.155927,17.157274,1.000556,888.402277,-2133.892489,-335.741228,325.376496,-2226.113834,-348.718373
10006.239607,37.155927,17.157274,1.000556,1305.242084,-1996.138653,-317.283779,893.207478,-2132.168214,-332.395635
10006.272937,37.164702,17.110700,0.996423,8.067913,-2231.876088,-341.609276,-331.916821,-2205.948136,-340.573240
10006.272937,37.164702,17.110700,0.996423,816.767766,-2149.477395,-340.212537,237.649845,-2230.423032,-350.318151
10006.272937,37.164702,17.110700,0.996423,1237.516798,-2019.338303,-318.871462,902.847359,-2126.798377,-329.192591
10006.306357,37.174169,17.062067,0.995107,206.357972,-2231.063071,-351.090104,-327.914447,-2206.199142,-333.757143
10006.306357,37.174169,17.062067,0.995107,798.539026,-2151.100986,-340.374974,237.350466,-2229.120947,-347.231148
10006.339695,37.182841,17.013651,0.997989,198.913361,-2230.370598,-351.828738,-315.151855,-2209.565541,-344.168640
10006.339695,37.182841,17.013651,0.997989,885.459602,-2126.443453,-335.613612,335.231331,-2221.137187,-345.872322
10006.339695,37.182841,17.013651,0.997989,1243.320567,-2008.988586,-318.498860,903.768715,-2121.126129,-332.173795
10006.373047,37.190640,16.968662,1.003848,197.068912,-2229.458499,-353.896664,-316.999133,-2209.400611,-344.506192
10006.373047,37.190640,16.968662,1.003848,878.977969,-2125.484667,-338.279955,310.866690,-2222.541675,-353.222229
10006.373047,37.190640,16.968662,1.003848,1241.331833,-2005.750174,-318.992550,897.877285,-2119.285261,-330.139784
10006.406422,37.196939,16.926766,1.010686,212.469916,-2228.399470,-358.390073,-322.886749,-2208.843199,-343.782994
10006.406422,37.196939,16.926766,1.010686,876.992029,-2123.819623,-340.899029,331.725883,-2219.096239,-349.716403
10006.406422,37.196939,16.926766,1.010686,1243.850508,-2001.318713,-319.620524,909.322779,-2113.963763,-332.705521
10006.439791,37.202553,16.885780,1.016889,184.433225,-2228.319632,-353.181918,-339.387844,-2208.295586,-352.307407
10006.439791,37.202553,16.885780,1.016889,878.452850,-2121.977794,-342.651918,332.847114,-2218.984535,-355.641104
10006.439791,37.202553,16.885780,1.016889,1249.868849,-1996.471877,-319.038390,910.772008,-2112.066529,-334.496862
10006.473143,37.207198,16.847034,1.021833,185.060747,-2227.835755,-353.992771,-325.428967,-2209.348015,-349.745839
10006.473143,37.207198,16.847034,1.021833,896.502157,-2116.311742,-344.132679,342.582434,-2217.127245,-353.464486
10006.473143,37.207198,16.847034,1.021833,1249.362020,-1996.006376,-323.324934,901.999772,-2113.632259,-336.204611
10006.506530,37.212316,16.808640,1.025355,178.776331,-2227.815732,-359.417284,-331.762922,-2209.088134,-356.466547
10006.506530,37.212316,16.808640,1.025355,885.593739,-2117.673918,-345.955799,252.336241,-2224.577892,-364.640440
10006.506530,37.212316,16.808640,1.025355,1251.459152,-1993.085597,-324.581077,908.730681,-2110.418712,-339.400000
10006.539918,37.218072,16.770074,1.028254,182.729453,-2225.514047,-359.282972,-345.548785,-2207.058749,-359.260368
10006.539918,37.218072,16.770074,1.028254,898.068491,-2110.164098,-344.552157,339.528735,-2215.050900,-363.308198
10006.573245,37.225242,16.730074,1.030617,178.956590,-2222.577275,-360.362549,-358.017874,-2204.439167,-359.077401
10006.573245,37.225242,16.730074,1.030617,816.988456,-2126.760172,-353.664664,243.938647,-2219.219843,-363.855875
10006.606612,37.232079,16.691037,1.032019,180.946083,-2219.187763,-364.380543,-364.752204,-2202.540404,-360.500036
10006.606612,37.232079,16.691037,1.032019,801.321349,-2123.866751,-353.521126,242.313423,-2215.013675,-362.299818
10006.606612,37.232079,16.691037,1.032019,1330.213781,-1937.588492,-325.312066,904.266521,-2095.031479,-345.204733
10006.639989,37.238944,16.653526,1.032420,175.668590,-2215.484873,-363.099376,-353.187084,-2201.939731,-359.750108
10006.639989,37.238944,16.653526,1.032420,813.017046,-2114.639342,-353.852590,236.332699,-2211.873560,-365.942927
10006.673354,37.246490,16.612544,1.030773,176.343752,-2211.959822,-364.021033,-357.580961,-2199.584281,-363.968161
10006.673354,37.246490,16.612544,1.030773,880.451711,-2090.626323,-349.721212,320.830303,-2199.903867,-361.227470
10006.706710,37.254921,16.571581,1.027367,-25.934287,-2213.742645,-356.599620,-355.674359,-2196.326780,-358.912267
10006.706710,37.254921,16.571581,1.027367,877.431043,-2088.386128,-348.880371,303.687572,-2199.499242,-367.386339
10006.706710,37.254921,16.571581,1.027367,1248.603152,-1955.303692,-326.559482,896.294745,-2081.865384,-340.903730
10006.740085,37.263080,16.529733,1.021651,-24.413363,-2211.928723,-360.792287,-361.855576,-2192.535795,-357.501597
10006.740085,37.263080,16.529733,1.021651,879.991710,-2086.832720,-347.630171,319.333168,-2195.849639,-364.745158
10006.740085,37.263080,16.529733,1.021651,1314.096377,-1926.990414,-324.004304,898.857984,-2080.337325,-339.642279
10006.773444,37.271391,16.486688,1.015360,163.092436,-2206.479024,-362.096512,-352.890366,-2191.146387,-361.394934
10006.773444,37.271391,16.486688,1.015360,880.888645,-2088.079456,-347.483070,240.733098,-2202.480198,-368.307907
10006.773444,37.271391,16.486688,1.015360,1315.869131,-1929.359987,-322.601562,899.753038,-2081.650094,-339.439895
10006.806824,37.279632,16.445193,1.008803,174.138901,-2205.894369,-363.942174,-357.994255,-2187.633014,-357.566018
10006.806824,37.279632,16.445193,1.008803,875.059044,-2092.452903,-347.050265,314.498010,-2195.412150,-359.099233
10006.840223,37.289144,16.402516,1.004309,-27.557241,-2207.871187,-357.068498,-360.233932,-2185.498490,-357.486532
10006.840223,37.289144,16.402516,1.004309,787.645188,-2117.782699,-353.102507,219.798893,-2203.093917,-361.519732
10006.840223,37.289144,16.402516,1.004309,1317.887869,-1937.519337,-321.814055,899.961705,-2087.246479,-341.720243
10006.873549,37.298954,16.358320,1.002124,-38.435948,-2207.187235,-358.649824,-392.313997,-2180.345503,-358.692167
